Season,TradeID,Date,Trade,Acquiring Team,Asset Type,Asset,Position,Notes
2025-26,2026-03-06-DET-PIT,2026-03-06,DET / PIT,PIT,Player,Elmer Soderblom,LW,
2025-26,2026-03-06-MIN-FLA,2026-03-06,MIN / FLA,MIN,Other,Future Considerations,,
2025-26,2026-03-06-MIN-FLA,2026-03-06,MIN / FLA,FLA,Player,Vinnie Hinostroza,RW,
2025-26,2026-03-06-LAK-TBL,2026-03-06,LAK / TBL,LAK,Draft Pick,2028 2nd Round,,
2025-26,2026-03-06-LAK-TBL,2026-03-06,LAK / TBL,TBL,Player,Corey Perry,RW,50% retained
2025-26,2026-03-06-CHI-MIN,2026-03-06,CHI / MIN,CHI,Other,Future Considerations,,
2025-26,2026-03-06-CHI-MIN,2026-03-06,CHI / MIN,MIN,Player,Nick Foligno,C,
2025-26,2026-03-06-PHI-BOS,2026-03-06,PHI / BOS,PHI,Player,Brett Harrison,C,
2025-26,2026-03-06-PHI-BOS,2026-03-06,PHI / BOS,PHI,Player,Jackson Edward,LD,
2025-26,2026-03-06-PHI-BOS,2026-03-06,PHI / BOS,BOS,Player,Massimo Rizzo,C,
2025-26,2026-03-06-PHI-BOS,2026-03-06,PHI / BOS,BOS,Player,Alexis Gendron,RW,
2025-26,2026-03-06-PHI-MIN,2026-03-06,PHI / MIN,PHI,Player,David Jiricek,RD,
2025-26,2026-03-06-PHI-MIN,2026-03-06,PHI / MIN,MIN,Player,Bobby Brink,RW,
2025-26,2026-03-06-WSH-ANA,2026-03-06,WSH / ANA,WSH,Draft Pick,2027 3rd Round,,
2025-26,2026-03-06-WSH-ANA,2026-03-06,WSH / ANA,WSH,Draft Pick,2026 1st Round,,conditional
2025-26,2026-03-06-WSH-ANA,2026-03-06,WSH / ANA,ANA,Player,John Carlson,RD,
2025-26,2026-03-06-VAN-CBJ,2026-03-06,VAN / CBJ,VAN,Draft Pick,2028 2nd Round,,
2025-26,2026-03-06-VAN-CBJ,2026-03-06,VAN / CBJ,VAN,Draft Pick,2026 3rd Round,,
2025-26,2026-03-06-VAN-CBJ,2026-03-06,VAN / CBJ,CBJ,Player,Conor Garland,RW,
2025-26,2026-03-06-NYR-BUF,2026-03-06,NYR / BUF,NYR,Draft Pick,2026 6th Round,,
2025-26,2026-03-06-NYR-BUF,2026-03-06,NYR / BUF,NYR,Draft Pick,2026 3rd Round,,
2025-26,2026-03-06-NYR-BUF,2026-03-06,NYR / BUF,BUF,Player,Sam Carrick,C,
2025-26,2026-03-05-WPG-BUF,2026-03-05,WPG / BUF,WPG,Draft Pick,2026 4th Round,,conditional
2025-26,2026-03-05-WPG-BUF,2026-03-05,WPG / BUF,WPG,Player,Jacob Bryson,LD,
2025-26,2026-03-05-WPG-BUF,2026-03-05,WPG / BUF,WPG,Player,Isak Rosen,LW,
2025-26,2026-03-05-WPG-BUF,2026-03-05,WPG / BUF,WPG,Draft Pick,2027 2nd Round,,
2025-26,2026-03-05-WPG-BUF,2026-03-05,WPG / BUF,BUF,Player,Luke Schenn,RD,50% retained
2025-26,2026-03-05-WPG-BUF,2026-03-05,WPG / BUF,BUF,Player,Logan Stanley,LD,
2025-26,2026-03-05-OTT-DET,2026-03-05,OTT / DET,OTT,Draft Pick,2026 4th Round,,conditional
2025-26,2026-03-05-OTT-DET,2026-03-05,OTT / DET,DET,Player,David Perron,LW,
2025-26,2026-03-05-LAK-OTT,2026-03-05,LAK / OTT,LAK,Draft Pick,2026 2nd Round,,
2025-26,2026-03-05-LAK-OTT,2026-03-05,LAK / OTT,LAK,Draft Pick,2026 3rd Round,,conditional
2025-26,2026-03-05-LAK-OTT,2026-03-05,LAK / OTT,OTT,Player,Warren Foegele,LW,
2025-26,2026-03-05-LAK-OTT,2026-03-05,LAK / OTT,OTT,Draft Pick,2026 3rd Round,,conditional
2025-26,2026-03-05-NSH-DAL,2026-03-05,NSH / DAL,NSH,Draft Pick,2026 3rd Round,,
2025-26,2026-03-05-NSH-DAL,2026-03-05,NSH / DAL,DAL,Player,Michael Bunting,LW,
2025-26,2026-03-05-FLA-MIN,2026-03-05,FLA / MIN,FLA,Draft Pick,2026 7th Round,,
2025-26,2026-03-05-FLA-MIN,2026-03-05,FLA / MIN,MIN,Player,Jeff Petry,RD,
2025-26,2026-03-05-SJS-VAN,2026-03-05,SJS / VAN,SJS,Player,Jett Woo,RD,
2025-26,2026-03-05-SJS-VAN,2026-03-05,SJS / VAN,VAN,Player,Jack Thompson,RD,
2025-26,2026-03-05-TOR-COL,2026-03-05,TOR / COL,TOR,Draft Pick,2026 5th Round,,conditional
2025-26,2026-03-05-TOR-COL,2026-03-05,TOR / COL,TOR,Draft Pick,2027 1st Round,,conditional
2025-26,2026-03-05-TOR-COL,2026-03-05,TOR / COL,COL,Player,Nicolas Roy,C,
2025-26,2026-03-05-WSH-VGK,2026-03-05,WSH / VGK,WSH,Draft Pick,2029 2nd Round,,
2025-26,2026-03-05-WSH-VGK,2026-03-05,WSH / VGK,WSH,Draft Pick,2027 3rd Round,,
2025-26,2026-03-05-WSH-VGK,2026-03-05,WSH / VGK,WSH,Player,Jesper Vikman,G,
2025-26,2026-03-05-WSH-VGK,2026-03-05,WSH / VGK,VGK,Player,Nic Dowd,C,
2025-26,2026-03-04-NSH-COL,2026-03-04,NSH / COL,NSH,Draft Pick,2027 5th Round,,
2025-26,2026-03-04-NSH-COL,2026-03-04,NSH / COL,COL,Player,Nick Blankenburg,RD,
2025-26,2026-03-04-CHI-EDM,2026-03-04,CHI / EDM,CHI,Draft Pick,2027 1st Round,,conditional
2025-26,2026-03-04-CHI-EDM,2026-03-04,CHI / EDM,CHI,Player,Andrew Mangiapane,LW,
2025-26,2026-03-04-CHI-EDM,2026-03-04,CHI / EDM,EDM,Player,Colton Dach,LW,
2025-26,2026-03-04-CHI-EDM,2026-03-04,CHI / EDM,EDM,Player,Jason Dickinson,C,50% retained
2025-26,2026-03-04-CGY-UTA,2026-03-04,CGY / UTA,CGY,Draft Pick,2026 2nd Round,,
2025-26,2026-03-04-CGY-UTA,2026-03-04,CGY / UTA,CGY,Draft Pick,2026 2nd Round,,
2025-26,2026-03-04-CGY-UTA,2026-03-04,CGY / UTA,CGY,Player,Jonathan Castagna,C,
2025-26,2026-03-04-CGY-UTA,2026-03-04,CGY / UTA,CGY,Draft Pick,2026 2nd Round,,
2025-26,2026-03-04-CGY-UTA,2026-03-04,CGY / UTA,CGY,Player,Olli Maatta,RD,
2025-26,2026-03-04-CGY-UTA,2026-03-04,CGY / UTA,UTA,Player,MacKenzie Weegar,RD,
2025-26,2026-03-04-VAN-DAL,2026-03-04,VAN / DAL,VAN,Draft Pick,2029 4th Round,,
2025-26,2026-03-04-VAN-DAL,2026-03-04,VAN / DAL,VAN,Draft Pick,2027 2nd Round,,
2025-26,2026-03-04-VAN-DAL,2026-03-04,VAN / DAL,DAL,Player,Tyler Myers,RD,50% retained
2025-26,2026-03-03-NSH-MIN,2026-03-03,NSH / MIN,NSH,Draft Pick,2028 2nd Round,,
2025-26,2026-03-03-NSH-MIN,2026-03-03,NSH / MIN,MIN,Player,Michael McCarron,C,
2025-26,2026-03-03-NSH-VGK,2026-03-03,NSH / VGK,NSH,Draft Pick,2028 3rd Round,,
2025-26,2026-03-03-NSH-VGK,2026-03-03,NSH / VGK,NSH,Player,Christoffer Sedoff,LD,
2025-26,2026-03-03-NSH-VGK,2026-03-03,NSH / VGK,VGK,Player,Cole Smith,LW,
2025-26,2026-03-01-CHI-EDM,2026-03-02,CHI / EDM,CHI,Draft Pick,2028 2nd Round,,
2025-26,2026-03-01-CHI-EDM,2026-03-02,CHI / EDM,EDM,Player,Connor Murphy,RD,50% retained
2025-26,2026-03-01-MIN-PHI,2026-03-01,MIN / PHI,MIN,Player,Roman Schmidt,RD,
2025-26,2026-03-01-MIN-PHI,2026-03-01,MIN / PHI,PHI,Player,Boris Katchouk,C,
2025-26,2026-02-23-COL-PIT,2026-02-24,COL / PIT,COL,Player,Brett Kulak,LD,
2025-26,2026-02-23-COL-PIT,2026-02-24,COL / PIT,PIT,Player,Samuel Girard,LD,
2025-26,2026-02-23-COL-PIT,2026-02-24,COL / PIT,PIT,Draft Pick,2028 2nd Round,,
2025-26,2026-02-23-STL-NYI,2026-02-24,STL / NYI,STL,Player,Julien Gauthier,RW,
2025-26,2026-02-23-STL-NYI,2026-02-24,STL / NYI,NYI,Player,Matt Luff,RW,
2025-26,2026-02-04-NYR-LAK,2026-02-04,NYR / LAK,NYR,Player,Liam Greentree,RW,
2025-26,2026-02-04-NYR-LAK,2026-02-04,NYR / LAK,NYR,Draft Pick,2026 4th Round,,conditional
2025-26,2026-02-04-NYR-LAK,2026-02-04,NYR / LAK,NYR,Draft Pick,2026 3rd Round,,conditional
2025-26,2026-02-04-NYR-LAK,2026-02-04,NYR / LAK,LAK,Player,Artemi Panarin,LW,50% retained
2025-26,2026-02-04-STL-NJD,2026-02-04,STL / NJD,STL,Player,Thomas Bordeleau,C,
2025-26,2026-02-04-STL-NJD,2026-02-04,STL / NJD,STL,Draft Pick,2026 4th Round,,conditional
2025-26,2026-02-04-STL-NJD,2026-02-04,STL / NJD,NJD,Player,Nick Bjugstad,C,
2025-26,2026-02-02-CGY-DAL,2026-02-02,CGY / DAL,CGY,Player,Gavin White,RD,
2025-26,2026-02-02-CGY-DAL,2026-02-02,CGY / DAL,DAL,Player,Jeremie Poirier,LD,
2025-26,2026-01-27-NYI-NJD,2026-01-27,NYI / NJD,NYI,Player,Ondrej Palat,LW,
2025-26,2026-01-27-NYI-NJD,2026-01-27,NYI / NJD,NYI,Draft Pick,2026 3rd Round,,
2025-26,2026-01-27-NYI-NJD,2026-01-27,NYI / NJD,NYI,Draft Pick,2027 6th Round,,
2025-26,2026-01-27-NYI-NJD,2026-01-27,NYI / NJD,NJD,Player,Maxim Tsyplakov,RW,
2025-26,2026-01-26-NYR-NYI,2026-01-27,NYR / NYI,NYR,Draft Pick,2026 3rd Round,,
2025-26,2026-01-26-NYR-NYI,2026-01-27,NYR / NYI,NYI,Player,Carson Soucy,LD,
2025-26,2026-01-23-CAR-BUF,2026-01-24,CAR / BUF,CAR,Player,Viktor Neuchev,LW,
2025-26,2026-01-23-CAR-BUF,2026-01-24,CAR / BUF,BUF,Player,Gavin Bayreuther,LD,
2025-26,2026-01-20-PIT-COL,2026-01-20,PIT / COL,PIT,Player,Ilya Solovyov,LD,
2025-26,2026-01-20-PIT-COL,2026-01-20,PIT / COL,COL,Player,Valtteri Puustinen,RW,
2025-26,2026-01-20-PIT-COL,2026-01-20,PIT / COL,COL,Draft Pick,2026 7th Round,,
2025-26,2026-01-19-SJS-VAN,2026-01-19,SJS / VAN,SJS,Player,Kiefer Sherwood,RW,
2025-26,2026-01-19-SJS-VAN,2026-01-19,SJS / VAN,VAN,Draft Pick,2027 2nd Round,,
2025-26,2026-01-19-SJS-VAN,2026-01-19,SJS / VAN,VAN,Draft Pick,2026 2nd Round,,
2025-26,2026-01-19-SJS-VAN,2026-01-19,SJS / VAN,VAN,Player,Cole Clayton,RD,
2025-26,2026-01-18-CGY-VGK,2026-01-18,CGY / VGK,CGY,Draft Pick,2028 2nd Round,,conditional
2025-26,2026-01-18-CGY-VGK,2026-01-18,CGY / VGK,CGY,Player,Zach Whitecloud,RD,
2025-26,2026-01-18-CGY-VGK,2026-01-18,CGY / VGK,CGY,Draft Pick,2027 1st Round,,
2025-26,2026-01-18-CGY-VGK,2026-01-18,CGY / VGK,CGY,Player,Abram Wiebe,LD,
2025-26,2026-01-18-CGY-VGK,2026-01-18,CGY / VGK,VGK,Player,Rasmus Andersson,RD,50% retained
2025-26,2026-01-16-BOS-ANA,2026-01-16,BOS / ANA,BOS,Draft Pick,2026 4th Round,,conditional
2025-26,2026-01-16-BOS-ANA,2026-01-16,BOS / ANA,ANA,Player,Jeffrey Viel,LW,
2025-26,2026-01-16-SJS-CAR,2026-01-16,SJS / CAR,SJS,Draft Pick,2027 5th Round,,
2025-26,2026-01-16-SJS-CAR,2026-01-16,SJS / CAR,CAR,Draft Pick,2026 4th Round,,
2025-26,2026-01-16-SJS-CAR,2026-01-16,SJS / CAR,CAR,Player,Kyle Masters,RD,
2025-26,2026-01-07-CHI-SJS,2026-01-08,CHI / SJS,CHI,Player,Ryan Ellis,RD,
2025-26,2026-01-07-CHI-SJS,2026-01-08,CHI / SJS,CHI,Player,Jake Furlong,LD,
2025-26,2026-01-07-CHI-SJS,2026-01-08,CHI / SJS,CHI,Draft Pick,2028 4th Round,,
2025-26,2026-01-07-CHI-SJS,2026-01-08,CHI / SJS,SJS,Draft Pick,2028 7th Round,,
2025-26,2026-01-07-CHI-SJS,2026-01-08,CHI / SJS,SJS,Player,Nolan Allan,LD,
2025-26,2026-01-07-CHI-SJS,2026-01-08,CHI / SJS,SJS,Player,Laurent Brossoit,G,
2025-26,2026-01-05-UTA-CAR,2026-01-05,UTA / CAR,UTA,Other,Future Considerations,,
2025-26,2026-01-05-UTA-CAR,2026-01-05,UTA / CAR,CAR,Player,Juuso Valimaki,LD,
2025-26,2025-12-29-PIT-CBJ,2025-12-31,PIT / CBJ,PIT,Player,Yegor Chinakhov,LW,
2025-26,2025-12-29-PIT-CBJ,2025-12-31,PIT / CBJ,CBJ,Player,Danton Heinen,RW,
2025-26,2025-12-29-PIT-CBJ,2025-12-31,PIT / CBJ,CBJ,Draft Pick,2027 3rd Round,,
2025-26,2025-12-29-PIT-CBJ,2025-12-31,PIT / CBJ,CBJ,Draft Pick,2026 2nd Round,,
2025-26,2025-12-28-TBL-MIN,2025-12-31,TBL / MIN,TBL,Player,Michael Milne,LW,
2025-26,2025-12-28-TBL-MIN,2025-12-31,TBL / MIN,MIN,Player,Boris Katchouk,C,
2025-26,2025-12-30-PHI-PIT,2025-12-31,PHI / PIT,PHI,Player,Philip Tomasino,RW,
2025-26,2025-12-30-PHI-PIT,2025-12-31,PHI / PIT,PIT,Player,Egor Zamula,LD,
2025-26,2025-12-19-SEA-CBJ,2025-12-20,SEA / CBJ,SEA,Draft Pick,2026 4th Round,,
2025-26,2025-12-19-SEA-CBJ,2025-12-20,SEA / CBJ,SEA,Draft Pick,2027 2nd Round,,
2025-26,2025-12-19-SEA-CBJ,2025-12-20,SEA / CBJ,CBJ,Player,Mason Marchment,LW,
2025-26,2025-12-19-LAK-MTL,2025-12-19,LAK / MTL,LAK,Draft Pick,2026 2nd Round,,
2025-26,2025-12-19-LAK-MTL,2025-12-19,LAK / MTL,MTL,Player,Phillip Danault,C,
2025-26,2025-12-12-MIN-VAN,2025-12-12,MIN / VAN,MIN,Player,Quinn Hughes,LD,
2025-26,2025-12-12-MIN-VAN,2025-12-12,MIN / VAN,VAN,Player,Marco Rossi,C,
2025-26,2025-12-12-MIN-VAN,2025-12-12,MIN / VAN,VAN,Draft Pick,2026 1st Round,,
2025-26,2025-12-12-MIN-VAN,2025-12-12,MIN / VAN,VAN,Player,Zeev Buium,LD,
2025-26,2025-12-12-MIN-VAN,2025-12-12,MIN / VAN,VAN,Player,Liam Ohgren,LW,
2025-26,2025-12-12-EDM-PIT,2025-12-12,EDM / PIT,EDM,Player,Sam Poulin,RW,
2025-26,2025-12-12-EDM-PIT,2025-12-12,EDM / PIT,EDM,Player,Tristan Jarry,G,
2025-26,2025-12-12-EDM-PIT,2025-12-12,EDM / PIT,PIT,Draft Pick,2029 2nd Round,,
2025-26,2025-12-12-EDM-PIT,2025-12-12,EDM / PIT,PIT,Player,Brett Kulak,LD,
2025-26,2025-12-12-EDM-PIT,2025-12-12,EDM / PIT,PIT,Player,Stuart Skinner,G,
2025-26,2025-12-08-TBL-PHI,2025-12-08,TBL / PHI,TBL,Player,Ethan Samson,RD,
2025-26,2025-12-08-TBL-PHI,2025-12-08,TBL / PHI,PHI,Player,Roman Schmidt,RD,
2025-26,2025-12-01-LAK-STL,2025-12-02,LAK / STL,LAK,Player,Nikita Alexandrov,C,
2025-26,2025-12-01-LAK-STL,2025-12-02,LAK / STL,STL,Player,Akil Thomas,C,
2025-26,2025-11-16-OTT-PHI,2025-11-17,OTT / PHI,OTT,Player,Dennis Gilbert,LD,
2025-26,2025-11-16-OTT-PHI,2025-11-17,OTT / PHI,PHI,Player,Maxence Guenette,RD,
2025-26,2025-11-02-STL-WSH,2025-11-03,STL / WSH,STL,Player,Calle Rosen,RD,
2025-26,2025-11-02-STL-WSH,2025-11-03,STL / WSH,WSH,Player,Corey Schueneman,LD,
2025-26,2025-10-30-DAL-PHI,2025-10-30,DAL / PHI,DAL,Player,Samu Tuomaala,RW,
2025-26,2025-10-30-DAL-PHI,2025-10-30,DAL / PHI,PHI,Player,Christian Kyrou,RD,
2025-26,2025-10-24-CHI-VAN,2025-10-24,CHI / VAN,CHI,Draft Pick,2027 4th Round,,
2025-26,2025-10-24-CHI-VAN,2025-10-24,CHI / VAN,VAN,Player,Lukas Reichel,C,
2025-26,2025-10-17-MIN-SJS,2025-10-17,MIN / SJS,MIN,Player,Oskar Olausson,RW,
2025-26,2025-10-17-MIN-SJS,2025-10-17,MIN / SJS,SJS,Player,Kyle Masters,RD,
2025-26,2025-10-14-TBL-LAK,2025-10-15,TBL / LAK,TBL,Other,Future Considerations,,
2025-26,2025-10-14-TBL-LAK,2025-10-15,TBL / LAK,LAK,Player,Pheonix Copley,G,
2025-26,2025-10-03-NJD-OTT,2025-10-03,NJD / OTT,NJD,Player,Zack MacEwen,RW,
2025-26,2025-10-03-NJD-OTT,2025-10-03,NJD / OTT,OTT,Player,Kurtis MacDermid,LW,
2025-26,2025-10-01-UTA-EDM,2025-10-01,UTA / EDM,UTA,Other,Future Considerations,,
2025-26,2025-10-01-UTA-EDM,2025-10-01,UTA / EDM,EDM,Player,Connor Ingram,G,41% retained
2025-26,2025-09-13-PHI-CBJ,2025-09-14,PHI / CBJ,PHI,Draft Pick,2026 6th Round,,
